"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"427","TRANSIENT","0620","DDBL","2014-12-15",3,1,"BUSINESS",291,0,"CONFRM","TRANSIENT","","","Future",291,NA,NA,NA,NA,NA,NA,NA,NA,"Florence","Kentucky",61,"Hyatt Place","",127,6,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","GDS",""
"428","CONVENTION","0952","KING","2014-12-05",2,1,"BUSINESS",398,0,"CONFRM","CONVENTION","UNITED STATES","","Future",398,NA,NA,NA,NA,NA,NA,NA,NA,"Atlanta","Georgia",47,"Hyatt Regency","Regency Club",1260,24,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"429","TRANSIENT","0216","KING","2014-12-08",2,2,"BUSINESS",318,77,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",318,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Rosa","California",46,"Hyatt","",155,3,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","N","N","Y","","N","N","N","Global Contact Center",""
"430","TRANSIENT","1506","GRNK","2014-12-17",1,2,"BUSINESS",272.74,0,"CONFRM","TRANSIENT","JAPAN","Diamond","Future",254.56,NA,NA,NA,NA,NA,NA,NA,NA,"Minato-Ku","",59,"Grand Hyatt","Grand Club",389,21,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","N","Y","","N","Y","Y","Internet",""
"431","TRANSIENT","0354","KING","2014-12-16",1,1,"BUSINESS",133,9.6,"CONFRM","TRANSIENT","","","Past",133,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",42,"Hyatt Regency","Regency Club",2019,36,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","","","Y","GDS",""
"432","TRANSIENT","0254","1VWK","2014-12-02",5,1,"BUSINESS",2330.23,949.33,"CONFRM","TRANSIENT","","","Future",3262.56,NA,NA,NA,NA,NA,NA,NA,NA,"Muscat","",48,"Grand Hyatt","Grand Club",280,3,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","N","N","","","Y","GDS",""
"433","TRANSIENT","2424","KING","2014-12-10",4,2,"BUSINESS",722.59,126.27,"CONFRM","TRANSIENT","AUSTRALIA","","Future",838.51,9,NA,9,10,NA,NA,NA,NA,"Melbourne","",53,"Grand Hyatt","Grand Club",548,33,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","N","N","Y","Internet","Promoter"
"434","TRANSIENT","1053","KING","2014-12-03",2,1,"BUSINESS",458,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",229,NA,NA,NA,NA,NA,NA,NA,NA,"Rosemont","Illinois",52,"Hyatt Regency","Regency Club",1100,10,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","Y","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"435","TRANSIENT","0416","1BKN","2014-12-09",2,1,"BUSINESS",238.4,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",238.4,NA,NA,NA,NA,NA,NA,NA,NA,"Sandy","Utah",70,"Hyatt House","",137,4,"No","Managed","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","GDS",""
"436","TRANSIENT","0619","DDBL","2014-12-12",2,2,"BUSINESS",198,0,"CONFRM","TRANSIENT","","","Future",198,NA,NA,NA,NA,NA,NA,NA,NA,"Lone Tree","Colorado",58,"Hyatt Place","",127,6,"No","Managed","Y","N","N","Y","N","N","N","N","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Internet",""
"437","TRANSIENT","0515","QNQN","2014-12-11",1,1,"BUSINESS",129,13.75,"CONFRM","TRANSIENT","","","Past",129,NA,NA,NA,NA,NA,NA,NA,NA,"Reno","Nevada",76,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"438","TRANSIENT","0210","QNQN","2014-12-10",1,1,"BUSINESS",134,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",134,NA,NA,NA,NA,NA,NA,NA,NA,"Anaheim","California",NA,"Hyatt Place","",178,NA,"No","Franchised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Digital Channels",""
"439","TRANSIENT","0302","KING","2014-12-14",1,1,"BUSINESS",149,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",149,NA,NA,NA,NA,NA,NA,NA,NA,"Fair Lawn","New Jersey",56,"Hyatt Place","",143,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center",""
"440","CONVENTION","0214","KING","2014-12-17",7,1,"BUSINESS",553,207.55,"CONFRM","CONVENTION","UNITED STATES","","Future",553,NA,NA,NA,NA,NA,NA,NA,NA,"Lakeland","Florida",53,"Hyatt Place","",127,6,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Hotel",""
"441","TRANSIENT","1636","QNQN","2014-12-14",4,2,"BUSINESS",305.92,170.6,"CONFRM","TRANSIENT","","","Future",305.92,NA,NA,NA,NA,NA,NA,NA,NA,"New Orleans","Louisiana",28,"Hyatt Regency","Regency Club",1193,32,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","N","N","N","N","N","","","Y","Internet",""
"442","CONVENTION","2211","KING","2014-12-04",1,2,"BUSINESS",78.61,21.11,"CONFRM","CONVENTION","UNITED ARAB EMIRATES","","Future",115.68,NA,NA,NA,NA,NA,NA,NA,NA,"Abu Dhabi","",72,"Hyatt","",189,15,"No","Managed","N","Y","N","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","Y","","Y","Y","Y","Hotel",""
"443","TRANSIENT","0422","1BKN","2014-12-13",1,4,"BUSINESS",95.2,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",214.4,10,9,9,10,10,10,10,9,"Houston","Texas",53,"Hyatt House","",144,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Promoter"
"444","TRANSIENT","1830","KING","2014-12-05",2,1,"BUSINESS",473.05,21.77,"CONFRM","TRANSIENT","","","Future",502.64,NA,NA,NA,NA,NA,NA,NA,NA,"Taipei","",51,"Grand Hyatt","Grand Club",872,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","N","","","Y","GDS",""
"445","CONVENTION","234","CLBD","2014-12-08",1,1,"BUSINESS",68,0,"CONFRM","CONVENTION","UNITED STATES","","Future",68,NA,NA,NA,NA,NA,NA,NA,NA,"Saipan","",59,"Hyatt Regency","Regency Club",325,8,"No","Managed","N","Y","N","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","N","Hotel",""
"446","CONVENTION","0921","TWIN","2014-12-11",1,2,"BUSINESS",63.1,8.09,"CONFRM","CONVENTION","INDONESIA","","Future",142.56,NA,NA,NA,NA,NA,NA,NA,NA,"Bandung","",41,"Hyatt Regency","Regency Club",250,15,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","N","","","Y","Hotel",""
"447","CONVENTION","1401","RM01","2014-12-05",2,2,"BUSINESS",290,38,"SHARE","CONVENTION","UNITED STATES","Platinum","Future",290,NA,NA,NA,NA,NA,NA,NA,NA,"Morristown","New Jersey",56,"Hyatt","",256,16,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","Y","","N","N","Y","Digital Channels",""
"448","TRANSIENT","0202","KING","2014-12-14",1,1,"BUSINESS",119,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",119,NA,NA,NA,NA,NA,NA,NA,NA,"Fort Worth","Texas",62,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel",""
"449","TRANSIENT","0522","VW1K","2014-12-09",1,1,"BUSINESS",191.22,120.6,"CONFRM","TRANSIENT","","","Future",191.22,NA,NA,NA,NA,NA,NA,NA,NA,"Long Beach","California",57,"Hyatt Regency","Regency Club",522,17,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","Y","Y","N","Y","Y","N","N","N","N","","","Y","Internet",""
"450","CONVENTION","0725","KING","2014-12-05",2,1,"BUSINESS",193.5,67.39,"CONFRM","CONVENTION","UNITED STATES","","Future",193.5,NA,NA,NA,NA,NA,NA,NA,NA,"Washington","District of Columbia",53,"Hyatt Regency","Regency Club",834,11,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","Y","N","Y","N","Y","N","N","N","N","N","","","Y","Digital Channels",""
"451","TRANSIENT","0305","QNQN","2014-12-12",1,2,"BUSINESS",227.38,0,"CONFRM","TRANSIENT","","","Past",227.38,NA,NA,NA,NA,NA,NA,NA,NA,"Fort Worth","Texas",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Internet",""
"452","TRANSIENT","1739","KING","2014-12-02",1,2,"BUSINESS",201.6,73.87,"CONFRM","TRANSIENT","","","Future",219,NA,NA,NA,NA,NA,NA,NA,NA,"San Diego","California",62,"Grand Hyatt","Grand Club",1625,40,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","GDS",""
"453","CONVENTION","4032","DDBL","2014-12-15",1,1,"BUSINESS",165,0,"CONFRM","CONVENTION","UNITED STATES","","Future",165,NA,NA,NA,NA,NA,NA,NA,NA,"Burlingame","California",47,"Hyatt Regency","Regency Club",789,9,"Yes","Managed","N","Y","N","N","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"454","TRANSIENT","0308","DDBL","2014-12-06",1,2,"LEISURE",84,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",84,NA,NA,NA,NA,NA,NA,NA,NA,"Birmingham","Alabama",69,"Hyatt Place","",126,6,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center",""
"455","TRANSIENT","2036","KING","2014-12-22",1,2,"BUSINESS",51,0,"CONFRM","TRANSIENT","","","Past",51,NA,NA,NA,NA,NA,NA,NA,NA,"Old Greenwich","Connecticut",64,"Hyatt Regency","Regency Club",373,4,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","N","Y","N","Y","Y","Y","N","N","","N","N","Y","Opaque",""
"456","TRANSIENT","2815","VW1D","2014-12-21",4,2,"BUSINESS",728.4,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",1456.8,NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco","California",60,"Grand Hyatt","Grand Club",685,36,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","N","Y","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"457","TRANSIENT","0614","HFLK","2014-12-01",1,1,"BUSINESS",117,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",117,NA,NA,NA,NA,NA,NA,NA,NA,"Smyrna","Georgia",61,"Hyatt Place","",125,6,"No","Managed","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels",""
"458","TRANSIENT","2044","KING","2014-12-13",1,1,"BUSINESS",52.29,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",52.29,NA,NA,NA,NA,NA,NA,NA,NA,"Denver","Colorado",66,"Hyatt Regency","Regency Club",1100,37,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","Y","N","Y","Y","N","N","N","Y","","","Y","Digital Channels",""
"459","TRANSIENT","0102","KING","2014-12-06",1,1,"BUSINESS",110,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",110,10,10,10,10,10,NA,10,8.5,"Columbus","Ohio",63,"Hyatt Place","",124,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"460","TRANSIENT","1004","TWIN","2014-12-23",1,2,"BUSINESS",87.53,0,"CONFRM","TRANSIENT","","","Future",86.11,NA,NA,NA,NA,NA,NA,NA,NA,"Bandung","",41,"Hyatt Regency","Regency Club",250,15,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","N","","","Y","Internet",""
"461","CONVENTION","1428","KING","2014-12-04",2,2,"BUSINESS",298,0,"SHARE","CONVENTION","UNITED STATES","","Future",298,NA,NA,NA,NA,NA,NA,NA,NA,"New Orleans","Louisiana",28,"Hyatt Regency","Regency Club",1193,32,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","N","N","N","N","N","","","Y","Digital Channels",""
"462","TRANSIENT","0903","KING","2014-12-13",1,1,"LEISURE",178,145.48,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",89,NA,NA,NA,NA,NA,NA,NA,NA,"Omaha","Nebraska",69,"Hyatt Place","",159,10,"No","Owned","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center",""
"463","TRANSIENT","1405","DLXT","2014-12-25",2,2,"BUSINESS",663.5,0,"CONFRM","TRANSIENT","HONG KONG","","Future",664.2,NA,NA,NA,NA,NA,NA,NA,NA,"Kowloon","",60,"Hyatt Regency","Regency Club",384,15,"No","Managed","N","Y","N","N","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","N","N","N","N","N","","","Y","Internet",""
"464","CONVENTION","2920","DLXK","2014-12-09",3,1,"BUSINESS",435,38.09,"CONFRM","CONVENTION","UNITED STATES","","Future",290,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",42,"Hyatt Regency","Regency Club",2019,36,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","","","Y","Global Contact Center",""
"465","TRANSIENT","0514","KING","2014-12-06",2,1,"BUSINESS",182.4,2.25,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",182.4,NA,NA,NA,NA,NA,NA,NA,NA,"Estero","Florida",77,"Hyatt Place","",108,5,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","","","N","Digital Channels",""
"466","CONVENTION","146","KING","2014-12-14",1,1,"BUSINESS",373.01,19.63,"CONFRM","CONVENTION","UNITED KINGDOM","","Future",470.51,NA,NA,NA,NA,NA,NA,NA,NA,"London","",64,"Andaz","",267,6,"No","Owned","N","Y","Y","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","","N","N","Y","Digital Channels",""
"467","CONVENTION","1526","CLBK","2014-12-02",1,1,"BUSINESS",154,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",154,NA,NA,NA,NA,NA,NA,NA,NA,"Birmingham","Alabama",54,"Hyatt Regency","Regency Club",329,15,"No","Franchised","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Global Contact Center",""
"468","TRANSIENT","1233","1BKN","2014-12-02",11,1,"BUSINESS",1529,0,"CONFRM","TRANSIENT","","","Future",1529,NA,NA,NA,NA,NA,NA,NA,NA,"Irving","Texas",79,"Hyatt House","",147,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","N","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","GDS",""
"469","CONVENTION","415","KING","2014-12-27",1,1,"LEISURE",72.79,5.71,"CONFRM","CONVENTION","GERMANY","","Past",73.15,NA,NA,NA,NA,NA,NA,NA,NA,"Belgrade","",69,"Hyatt Regency","Regency Club",308,10,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","N","N","Y","Y","N","N","Y","","N","N","Y","Hotel",""
"470","TRANSIENT","0512","QNQN","2014-12-09",1,1,"BUSINESS",135,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",135,NA,NA,NA,NA,NA,NA,NA,NA,"Madison","Wisconsin",70,"Hyatt Place","",151,11,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center",""
"471","TRANSIENT","0417","QNQN","2014-12-10",1,1,"BUSINESS",97,0,"CONFRM","TRANSIENT","","","Past",97,NA,NA,NA,NA,NA,NA,NA,NA,"Malta","New York",76,"Hyatt Place","",120,4,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","GDS",""
"472","CONVENTION","1741","KING","2014-12-20",1,1,"BUSINESS",125,36,"CONFRM","CONVENTION","UNITED STATES","","Future",125,NA,NA,NA,NA,NA,NA,NA,NA,"San Antonio","Texas",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Digital Channels",""
"473","TRANSIENT","1808","SPAK","2014-12-13",2,1,"BUSINESS",342.89,0,"CONFRM","TRANSIENT","AUSTRALIA","","Future",196.26,NA,NA,NA,NA,NA,NA,NA,NA,"Melbourne","",53,"Grand Hyatt","Grand Club",548,33,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","N","N","Y","Internet",""
"474","TRANSIENT","2131","DDBL","2014-12-22",1,2,"BUSINESS",185.05,0,"CONFRM","TRANSIENT","","","Future",185.05,NA,NA,NA,NA,NA,NA,NA,NA,"Cincinnati","Ohio",30,"Hyatt Regency","",488,22,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","Y","N","N","N","N","N","","","Y","Internet",""
"475","CONVENTION","1114","KING","2014-12-11",1,1,"BUSINESS",145.38,0,"CONFRM","CONVENTION","SINGAPORE","","Future",160.08,NA,NA,NA,NA,NA,NA,NA,NA,"Melbourne","",53,"Grand Hyatt","Grand Club",548,33,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","N","N","Y","Hotel",""
"476","CONVENTION","1114","1PTK","2014-12-04",1,2,"BUSINESS",155,0,"SHARE","CONVENTION","UNITED STATES","","Future",155,NA,NA,NA,NA,NA,NA,NA,NA,"Lost Pines","Texas",67,"Hyatt Regency","Regency Club",491,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels",""
"477","CONVENTION","0704","DDBL","2014-12-01",2,1,"BUSINESS",378,0,"CONFRM","CONVENTION","UNITED STATES","","Future",378,NA,NA,NA,NA,NA,NA,NA,NA,"Morristown","New Jersey",56,"Hyatt","",256,16,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","Y","","N","N","Y","Digital Channels",""
"478","TRANSIENT","0414","KING","2014-12-13",1,2,"BUSINESS",0,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",1,NA,NA,NA,NA,NA,NA,NA,NA,"Columbus","Georgia",71,"Hyatt Place","",82,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center",""
"479","TRANSIENT","0513","TWIN","2014-12-23",3,2,"BUSINESS",272.17,45.13,"CONFRM","TRANSIENT","","","Future",302.77,NA,NA,NA,NA,NA,NA,NA,NA,"Sabah","",45,"Hyatt Regency","Regency Club",305,12,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","","N","N","Y","Internet",""
"480","TRANSIENT","0313","DDBL","2014-12-24",1,2,"BUSINESS",107,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",107,NA,NA,NA,NA,NA,NA,NA,NA,"Scottsdale","Arizona",68,"Hyatt Place","",127,6,"No","Managed","Y","N","N","N","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Digital Channels",""
"481","TRANSIENT","0405","DDBL","2014-12-18",1,2,"BUSINESS",64,78.5,"CONFRM","TRANSIENT","","","Future",64,NA,NA,NA,NA,NA,NA,NA,NA,"Cleveland","Ohio",36,"Hyatt Regency","",293,9,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","","","Y","Opaque",""
"482","TRANSIENT","0104","DDBL","2014-12-06",1,2,"BUSINESS",72.98,0,"CONFRM","TRANSIENT","","","Future",72.98,NA,NA,NA,NA,NA,NA,NA,NA,"Florence","Kentucky",61,"Hyatt Place","",127,6,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Internet",""
"483","TRANSIENT","0602","HFLK","2014-12-11",1,1,"BUSINESS",199,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",199,NA,NA,NA,NA,NA,NA,NA,NA,"Indianapolis","Indiana",69,"Hyatt Place","",124,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","N","","","","","","","N","N","","","N","N","","","","","Hotel",""
"484","TRANSIENT","0942","LUXK","2014-12-07",5,1,"BUSINESS",1174.51,0,"CONFRM","TRANSIENT","CANADA","","Future",1179.31,NA,NA,NA,NA,NA,NA,NA,NA,"Toronto","Ontario",67,"Park Hyatt","",346,18,"Yes","Owned","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","N","Y","Y","Y","N","N","N","N","Y","N","N","N","Y","","Y","Y","Y","Hotel",""
"485","TRANSIENT","0312","DDBL","2014-12-20",1,2,"BUSINESS",152.1,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",152.1,NA,NA,NA,NA,NA,NA,NA,NA,"Long Beach","California",57,"Hyatt Regency","Regency Club",522,17,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","Y","Y","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"486","TRANSIENT","0218","KING","2014-12-22",1,2,"BUSINESS",109,37.75,"CONFRM","TRANSIENT","UNITED STATES","","Past",109,NA,NA,NA,NA,NA,NA,NA,NA,"Braintree","Massachusetts",52,"Hyatt Place","",204,6,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Hotel",""
"487","CONVENTION","2011","KING","2014-12-14",1,1,"BUSINESS",105,10.95,"CANCEL","CONVENTION","UNITED STATES","","Future",119,NA,NA,NA,NA,NA,NA,NA,NA,"Atlanta","Georgia",64,"Grand Hyatt","Grand Club",438,25,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","Y","N","N","Y","","","Y","Hotel",""
"488","TRANSIENT","1612","QUEN","2014-12-17",5,2,"BUSINESS",545.05,181.63,"CONFRM","TRANSIENT","","","Past",545.05,NA,NA,NA,NA,NA,NA,NA,NA,"Jacksonville","Florida",49,"Hyatt Regency","Regency Club",966,19,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","N","N","","","Y","Internet",""
"489","TRANSIENT","0401","DDBL","2014-12-02",2,1,"BUSINESS",502.2,38.5,"CONFRM","TRANSIENT","UNITED STATES","","Future",502.2,NA,NA,NA,NA,NA,NA,NA,NA,"Reston","Virginia",61,"Hyatt Regency","Regency Club",518,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","N","N","Y","N","Y","N","Y","Y","Y","N","N","Y","","","Y","Digital Channels",""
"490","TRANSIENT","2222","VW1D","2014-12-20",1,1,"LEISURE",0,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",143.1,NA,NA,NA,NA,NA,NA,NA,NA,"Bernalillo","New Mexico",67,"Hyatt Regency","Regency Club",350,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","Y","","Y","N","Y","Digital Channels",""
"491","CONVENTION","0711","AFRM","2014-12-13",1,2,"BUSINESS",109,0,"SHARE","CONVENTION","UNITED STATES","","Future",109,NA,NA,NA,NA,NA,NA,NA,NA,"Austin","Texas",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
