"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"2056","TRANSIENT","4024","CLBK","2014-12-01",2,1,"BUSINESS",413.41,0,"CONFRM","TRANSIENT","MEXICO","","Future",410,NA,NA,NA,NA,NA,NA,NA,NA,"Mexico City","",72,"Hyatt Regency","Regency Club",756,42,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","Y","N","Y","Y","N","N","N","N","","","Y","Hotel",""
"2057","TRANSIENT","0367","KING","2014-12-13",1,2,"BUSINESS",84.69,36.15,"CONFRM","TRANSIENT","","","Future",84.69,NA,NA,NA,NA,NA,NA,NA,NA,"Princeton","New Jersey",40,"Hyatt Regency","",348,4,"No","Franchised","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","Y","N","N","Y","Y","Y","N","N","N","","","Y","Internet",""
"2058","TRANSIENT","1513","1VWT","2014-12-04",2,2,"BUSINESS",223.89,39.97,"CONFRM","TRANSIENT","HONG KONG","","Future",258.72,NA,NA,NA,NA,NA,NA,NA,NA,"Bangkok","",56,"Grand Hyatt","Grand Club",380,15,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","Y","Hotel",""
"2059","TRANSIENT","244","2VDK","2014-12-03",1,2,"LEISURE",978.51,85.74,"CONFRM","TRANSIENT","AUSTRALIA","","Future",1115.99,NA,NA,NA,NA,NA,NA,NA,NA,"Sydney","",76,"Park Hyatt","",158,5,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","N","N","N","Y","","Y","N","Y","Hotel",""
"2060","TRANSIENT","2201","TWIN","2014-12-12",3,2,"BUSINESS",390.96,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",462.95,NA,NA,NA,NA,NA,NA,NA,NA,"Suminoe-Ku","",45,"Hyatt Regency","Regency Club",500,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","","Y","N","N","Internet",""
"2061","CONVENTION","0806","KING","2014-12-07",1,1,"BUSINESS",84.98,0,"CONFRM","CONVENTION","GERMANY","","Past",102.46,NA,NA,NA,NA,NA,NA,NA,NA,"Birmingham","",59,"Hyatt Regency","Regency Club",319,24,"No","Owned","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Global Contact Center",""
"2062","TRANSIENT","1624","RCLK","2014-12-07",2,2,"BUSINESS",436.42,0,"SHARE","TRANSIENT","INDONESIA","Diamond","Future",441.85,9,NA,10,10,NA,NA,NA,NA,"Singapore","",50,"Grand Hyatt","Grand Club",663,20,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Global Contact Center","Promoter"
"2063","TRANSIENT","0514","KING","2014-12-06",1,1,"BUSINESS",152.1,32,"CONFRM","TRANSIENT","UNITED STATES","","Future",152.1,NA,NA,NA,NA,NA,NA,NA,NA,"DFW Airport","Texas",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels",""
"2064","CONVENTION","0146","DDBL","2014-12-18",1,1,"BUSINESS",79,0,"CONFRM","CONVENTION","UNITED STATES","","Future",79,NA,NA,NA,NA,NA,NA,NA,NA,"Las Vegas","Nevada",50,"Hyatt Place","",202,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel",""
"2065","TRANSIENT","619","KING","2014-12-14",4,1,"BUSINESS",416,62.05,"CONFRM","TRANSIENT","UNITED STATES","Diamond","Future",416,NA,NA,NA,NA,NA,NA,NA,NA,"Rosemont","Illinois",52,"Hyatt","",206,8,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","","","N","Hotel",""
"2066","TRANSIENT","0617","QNQN","2014-12-03",2,1,"BUSINESS",210,0,"CONFRM","TRANSIENT","","","Future",210,NA,NA,NA,NA,NA,NA,NA,NA,"North Charleston","South Carolina",79,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","GDS",""
"2067","TRANSIENT","1609","CLBK","2014-12-04",3,1,"BUSINESS",676.37,39.88,"CONFRM","TRANSIENT","JAPAN","","Past",206.42,NA,NA,NA,NA,NA,NA,NA,NA,"Seoul","",43,"Grand Hyatt","Grand Club",601,20,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","Y","Hotel",""
"2068","TRANSIENT","0234","KING","2014-12-24",3,2,"BUSINESS",370.59,110.45,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",15.98,9,9,8,9,9,9,8,8,"Muscat","",48,"Grand Hyatt","Grand Club",280,3,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","N","N","","","Y","Global Contact Center","Promoter"
"2069","TRANSIENT","0554","KING","2014-12-16",2,2,"BUSINESS",228.4,27.5,"CONFRM","TRANSIENT","","","Past",228.4,NA,NA,NA,NA,NA,NA,NA,NA,"Seattle","Washington",66,"Hyatt","",346,17,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet",""
"2070","TRANSIENT","0117","QNQN","2014-12-27",1,3,"BUSINESS",89.1,0,"CONFRM","TRANSIENT","CANADA","","Future",287.3,3,3,1,7,6,8,3,4,"Minneapolis","Minnesota",54,"Hyatt Place","",213,6,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Detractor"
"2071","CONVENTION","0312","EXCK","2014-12-10",3,1,"BUSINESS",357,36.5,"CONFRM","CONVENTION","UNITED STATES","","Future",357,NA,NA,NA,NA,NA,NA,NA,NA,"Atlanta","Georgia",72,"Hyatt","",173,NA,"No","Franchised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Digital Channels",""
"2072","CONVENTION","11935","DDBL","2014-12-05",1,1,"BUSINESS",159,62.83,"CONFRM","CONVENTION","UNITED STATES","","Future",159,NA,NA,NA,NA,NA,NA,NA,NA,"Orlando","Florida",60,"Hyatt Regency","Regency Club",1641,31,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Digital Channels",""
"2073","CONVENTION","2409","KING","2014-12-03",2,1,"BUSINESS",358,4.56,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",358,NA,NA,NA,NA,NA,NA,NA,NA,"Seattle","Washington",68,"Grand Hyatt","Grand Club",425,28,"No","Managed","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Global Contact Center",""
"2074","TRANSIENT","0412","KING","2014-12-22",1,1,"LEISURE",175.5,33,"CONFRM","TRANSIENT","UNITED STATES","","Past",175.5,NA,NA,NA,NA,NA,NA,NA,NA,"Carlsbad","California",70,"Park Hyatt","",329,5,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","Y","N","Y","","N","Y","Y","Hotel",""
"2075","CONVENTION","1011","BUSK","2014-12-14",1,1,"BUSINESS",129,53.15,"CONFRM","CONVENTION","UNITED STATES","","Future",129,NA,NA,NA,NA,NA,NA,NA,NA,"Orlando","Florida",71,"Hyatt Regency","",446,10,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"2076","TRANSIENT","2212","RGSK","2014-12-02",1,1,"BUSINESS",203.87,0,"CONFRM","TRANSIENT","CHINA","","Past",203.87,NA,NA,NA,NA,NA,NA,NA,NA,"Chongqing","",65,"Hyatt Regency","Regency Club",321,26,"No","Managed","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Hotel",""
"2077","TRANSIENT","0935","VW01","2014-12-03",1,1,"BUSINESS",302.81,29.5,"CONFRM","TRANSIENT","","","Past",314,NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco","California",42,"Hyatt Regency","Regency Club",805,17,"Yes","Leased","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","Internet",""
"2078","CONVENTION","2356","QNQN","2014-12-07",1,2,"BUSINESS",139,0,"SHARE","CONVENTION","UNITED STATES","","Future",139,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",42,"Hyatt Regency","Regency Club",2019,36,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","","","Y","Hotel",""
"2079","","1811","QUEN","2014-12-13",1,2,"BUSINESS",163.1,0,"CONFRM","TRANSIENT","JAPAN","","Past",194.09,NA,NA,NA,NA,NA,NA,NA,NA,"Suminoe-Ku","",45,"Hyatt Regency","Regency Club",500,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","","Y","N","N","Internet",""
"2080","CONVENTION","1122","DDBL","2014-12-12",1,1,"BUSINESS",149,0,"CONFRM","CONVENTION","UNITED STATES","","Future",149,NA,NA,NA,NA,NA,NA,NA,NA,"Austin","Texas",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"2081","TRANSIENT","0113","DDBL","2014-12-02",1,1,"BUSINESS",135,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",135,NA,NA,NA,NA,NA,NA,NA,NA,"Fair Lawn","New Jersey",56,"Hyatt Place","",143,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center",""
"2082","CONVENTION","1302","QUEN","2014-12-18",1,2,"BUSINESS",72.41,34.73,"CONFRM","CONVENTION","TAIWAN","","Future",121.75,NA,NA,NA,NA,NA,NA,NA,NA,"Suminoe-Ku","",45,"Hyatt Regency","Regency Club",500,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","","Y","N","N","Hotel",""
"2083","CONVENTION","3101","CLKP","2014-12-27",1,2,"BUSINESS",165.53,32.54,"CONFRM","CONVENTION","CHINA","","Future",197.95,NA,NA,NA,NA,NA,NA,NA,NA,"Shanghai","",NA,"Hyatt Regency","Regency Club",235,NA,"No","Managed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hotel",""
"2084","TRANSIENT","0207","KING","2014-12-02",3,1,"BUSINESS",477,9,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",477,10,NA,10,10,NA,NA,NA,NA,"Columbus","Ohio",73,"Hyatt Place","",126,6,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"2085","CONVENTION","2205","AFKG","2014-12-12",1,1,"BUSINESS",409,0,"CONFRM","CONVENTION","UNITED STATES","","Future",409,NA,NA,NA,NA,NA,NA,NA,NA,"New York","New York",40,"Grand Hyatt","Grand Club",1311,35,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","Digital Channels",""
"2086","TRANSIENT","1018","CAPK","2014-12-21",1,1,"BUSINESS",116.1,91.69,"CONFRM","TRANSIENT","","","Future",116.1,NA,NA,NA,NA,NA,NA,NA,NA,"Sacramento","California",65,"Hyatt Regency","Regency Club",503,14,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","Y","Y","N","Y","Y","N","N","N","Y","","","Y","GDS",""
"2087","CONVENTION","0322","1BKN","2014-12-02",1,1,"BUSINESS",79,0,"CONFRM","CONVENTION","UNITED STATES","","Future",158,NA,NA,NA,NA,NA,NA,NA,NA,"Raleigh","North Carolina",83,"Hyatt House","",137,3,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel",""
"2088","CONVENTION","330","DDBL","2014-12-18",4,2,"BUSINESS",540,0,"CONFRM","CONVENTION","CHINA","","Future",540,NA,NA,NA,NA,NA,NA,NA,NA,"Saipan","",59,"Hyatt Regency","Regency Club",325,8,"No","Managed","N","Y","N","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","N","Hotel",""
"2089","TRANSIENT","211","TWIN","2014-12-20",1,2,"BUSINESS",384.71,165.34,"CONFRM","TRANSIENT","CHINA","","Future",638.2,NA,NA,NA,NA,NA,NA,NA,NA,"Hakone","",65,"Hyatt Regency","",79,4,"No","Managed","N","Y","N","N","N","N","N","Y","Y","N","","N","Y","Y","N","Y","N","N","N","N","Y","Y","Y","N","Y","","N","N","N","Internet",""
"2090","TRANSIENT","1812","RM1K","2014-12-05",1,1,"BUSINESS",75.02,0,"CONFRM","TRANSIENT","","","Past",75.02,NA,NA,NA,NA,NA,NA,NA,NA,"Boston","Massachusetts",45,"Hyatt Regency","",498,22,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","N","N","Y","Y","N","N","Y","Y","","","Y","Opaque",""
"2091","TRANSIENT","0260","KING","2014-12-13",1,1,"BUSINESS",180,100,"CONFRM","TRANSIENT","UNITED STATES","","Future",180,NA,NA,NA,NA,NA,NA,NA,NA,"Carlsbad","California",70,"Park Hyatt","",329,5,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","Y","N","Y","","N","Y","Y","Hotel",""
"2092","TRANSIENT","0421","DDBL","2014-12-01",4,1,"BUSINESS",508,4.5,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",508,NA,NA,NA,NA,NA,NA,NA,NA,"Chantilly","Virginia",54,"Hyatt Place","",123,6,"No","Managed","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels",""
"2093","CONVENTION","0339","1VWK","2014-12-13",1,1,"LEISURE",78.16,33.11,"CONFRM","CONVENTION","INDIA","","Future",78.86,NA,NA,NA,NA,NA,NA,NA,NA,"New Delhi","",39,"Hyatt Regency","Regency Club",508,7,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","Y","Y","N","Y","N","N","N","Y","","Y","N","Y","Hotel",""
"2094","TRANSIENT","0417","KING","2014-12-01",1,1,"BUSINESS",159,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",159,NA,NA,NA,NA,NA,NA,NA,NA,"Braintree","Massachusetts",52,"Hyatt Place","",204,6,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels",""
"2095","TRANSIENT","8110","VW2K","2014-12-01",1,1,"BUSINESS",152,35.5,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",152,9,NA,5,9,NA,NA,NA,NA,"Burlingame","California",47,"Hyatt Regency","Regency Club",789,9,"Yes","Managed","N","Y","N","N","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","N","N","","","Y","GDS","Passive"
"2096","CONVENTION","620","EXST","2014-12-17",4,2,"BUSINESS",940.59,364.61,"SHARE","CONVENTION","INDIA","","Past",1014.81,NA,NA,NA,NA,NA,NA,NA,NA,"Kolkata","",53,"Hyatt Regency","Regency Club",235,10,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels",""
"2097","CONVENTION","0316","DLXT","2014-12-03",1,1,"BUSINESS",182.03,10.12,"CONFRM","CONVENTION","FRANCE","","Future",212.58,NA,NA,NA,NA,NA,NA,NA,NA,"Paris","",-7,"Hyatt Regency","Regency Club",950,33,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels",""
"2098","TRANSIENT","0714","DDBL","2014-12-18",1,1,"BUSINESS",118.06,14.5,"CONFRM","TRANSIENT","","","Future",118.06,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Clara","California",42,"Hyatt Regency","Regency Club",501,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","N","N","","","N","Internet",""
"2099","TRANSIENT","2722","QUEN","2014-12-16",1,2,"BUSINESS",147.39,20.41,"CONFRM","TRANSIENT","UNITED KINGDOM","","Future",180.35,NA,NA,NA,NA,NA,NA,NA,NA,"Paris","",-7,"Hyatt Regency","Regency Club",950,33,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Global Contact Center",""
"2100","TRANSIENT","1512","1VWK","2014-12-11",8,2,"BUSINESS",1102.52,296.18,"CONFRM","TRANSIENT","THAILAND","","Future",1238.01,NA,NA,NA,NA,NA,NA,NA,NA,"Bangkok","",56,"Grand Hyatt","Grand Club",380,15,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","Y","Hotel",""
"2101","TRANSIENT","1525","1VWK","2014-12-19",1,2,"BUSINESS",120.54,26.03,"CONFRM","TRANSIENT","CHINA","","Past",146.6,NA,NA,NA,NA,NA,NA,NA,NA,"Qingdao","",56,"Hyatt Regency","Regency Club",439,17,"No","Managed","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Global Contact Center",""
"2102","TRANSIENT","0512","DLXK","2014-12-05",3,3,"LEISURE",1056.24,125.59,"CONFRM","TRANSIENT","ARGENTINA","","Future",1050,NA,NA,NA,NA,NA,NA,NA,NA,"Buenos Aires","",78,"Park Hyatt","",165,5,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","N","N","Y","","N","Y","Y","Hotel",""
"2103","TRANSIENT","0432","KING","2014-12-08",2,2,"BUSINESS",110,0,"CONFRM","TRANSIENT","","","Future",110,NA,NA,NA,NA,NA,NA,NA,NA,"Fort Myers","Florida",71,"Hyatt Place","",148,5,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Opaque",""
"2104","TRANSIENT","0201","KING","2014-12-03",2,1,"BUSINESS",238,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",238,NA,NA,NA,NA,NA,NA,NA,NA,"Pittsburgh","Pennsylvania",63,"Hyatt Place","",127,6,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Digital Channels",""
"2105","TRANSIENT","624","STUD","2014-12-05",2,2,"BUSINESS",841.41,0,"CONFRM","TRANSIENT","","","Future",962.9,NA,NA,NA,NA,NA,NA,NA,NA,"Vienna","",NA,"Park Hyatt","",143,NA,"No","Managed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Internet",""
"2106","CONVENTION","2904","TWIN","2014-12-06",4,1,"BUSINESS",809.53,40.23,"CONFRM","CONVENTION","FRANCE","","Future",945.98,NA,NA,NA,NA,NA,NA,NA,NA,"Paris","",-7,"Hyatt Regency","Regency Club",950,33,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels",""
"2107","TRANSIENT","0327","DDBL","2014-12-08",3,1,"BUSINESS",249,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",249,NA,NA,NA,NA,NA,NA,NA,NA,"Boise","Idaho",68,"Hyatt Place","",127,4,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"2108","TRANSIENT","1511","BUSN","2014-12-20",1,2,"LEISURE",126.65,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",126.65,NA,NA,NA,NA,NA,NA,NA,NA,"Buffalo","New York",52,"Hyatt Regency","",394,16,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","Y","","N","Y","Y","Digital Channels",""
"2109","CONVENTION","2858","QNQN","2014-12-26",1,1,"LEISURE",100,0,"CONFRM","CONVENTION","UNITED STATES","","Future",100,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",42,"Hyatt Regency","Regency Club",2019,36,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","","","Y","Digital Channels",""
"2110","TRANSIENT","6010","KING","2014-12-03",1,1,"BUSINESS",170.1,160.25,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",170.1,NA,NA,NA,NA,NA,NA,NA,NA,"Orlando","Florida",71,"Hyatt Regency","",446,10,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Global Contact Center",""
"2111","TRANSIENT","0101","KING","2014-12-15",1,1,"BUSINESS",104,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",104,NA,NA,NA,NA,NA,NA,NA,NA,"Birmingham","Alabama",69,"Hyatt Place","",126,6,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","GDS",""
"2112","CONVENTION","0450","VW1D","2014-12-03",4,4,"BUSINESS",940,601.93,"SHARE","CONVENTION","UNITED STATES","Gold","Future",940,NA,NA,NA,NA,NA,NA,NA,NA,"Orlando","Florida",60,"Hyatt Regency","Regency Club",750,18,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","Y","N","","","Y","Digital Channels",""
"2113","TRANSIENT","2329","VW01","2014-12-26",2,1,"LEISURE",550,313.49,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",550,NA,NA,NA,NA,NA,NA,NA,NA,"Huntington Beach","California",71,"Hyatt Regency","Regency Club",517,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","N","N","N","Y","Y","N","Y","N","Y","N","Y","","Y","Y","Y","Hotel",""
"2114","TRANSIENT","0737","KING","2014-12-14",1,1,"BUSINESS",199,54,"CONFRM","TRANSIENT","UNITED STATES","","Past",199,NA,NA,NA,NA,NA,NA,NA,NA,"Pittsburgh","Pennsylvania",52,"Hyatt Regency","",336,11,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","N","","","N","Digital Channels",""
"2115","TRANSIENT","0409","KING","2014-12-05",1,1,"BUSINESS",80,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",80,NA,NA,NA,NA,NA,NA,NA,NA,"Oklahoma City","Oklahoma",46,"Hyatt Place","",79,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","","","N","Digital Channels",""
"2116","TRANSIENT","0238","ADDT","2014-12-14",3,1,"BUSINESS",1152,8.5,"CONFRM","TRANSIENT","UNITED STATES","","Future",1152,NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco","California",42,"Hyatt Regency","Regency Club",805,17,"Yes","Leased","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","Digital Channels",""
"2117","TRANSIENT","4806","TWIN","2014-12-10",1,2,"BUSINESS",254.22,7.59,"CONFRM","TRANSIENT","JAPAN","Platinum","Past",254.22,9,10,9,9,8,9,8,NA,"Tokyo","",NA,"Andaz","",164,NA,"No","Managed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hotel","Promoter"
"2118","TRANSIENT","650","RS3B","2014-12-24",4,6,"BUSINESS",4555.94,0,"CONFRM","TRANSIENT","UNITED ARAB EMIRATES","","Future",4558.06,NA,NA,NA,NA,NA,NA,NA,NA,"Doha","",50,"Grand Hyatt","Grand Club",340,6,"No","Managed","Y","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","N","Y","","Y","N","Y","Internet",""
"2119","CONVENTION","0527","KING","2014-12-12",1,1,"BUSINESS",139,0,"CONFRM","CONVENTION","UNITED STATES","","Future",139,NA,NA,NA,NA,NA,NA,NA,NA,"Uncasville","Connecticut",76,"Hyatt Place","",176,6,"No","Franchised","Y","N","N","Y","N","N","N","N","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"2120","TRANSIENT","1609","KING","2014-12-18",1,2,"BUSINESS",129,27,"CONFRM","TRANSIENT","UNITED STATES","","Future",129,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",52,"Hyatt","",417,17,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels",""
